epoch,train_loss,test_loss,train_mse_loss,test_mse_loss,train_kld_loss,test_kld_loss,train_mmd_loss,test_mmd_loss
0,148.49734250480867,47.15463426917981,147.1637268773735,46.86459076024924,11.80938512658524,1.2853030270072305,0.12167388658084528,0.02774678294066411
1,43.66617184221897,40.84849358819852,43.46835164950632,40.66805309854495,1.3910781962182515,1.3851266104704256,0.01840934988177951,0.016675589190926522
2,39.75233942285523,40.29868999408309,39.54983074158964,39.960754516018426,1.633101245783784,1.8748479360228132,0.018636402266714577,0.03195065146039246
3,37.590636280186644,38.27301850288537,37.34212936586736,37.90723106967416,2.085129872002565,2.3073532968569714,0.022788350234556075,0.03430570538636226
4,37.06663171348669,37.365163705910845,36.870426849940856,37.183946062804786,1.755381359316199,2.2924423460747785,0.01788299025781929,0.01584516209401902
5,35.948350150262,35.99400441358044,35.73834550716078,35.66683188517382,1.9468504576122059,2.9069939479706393,0.019072687077095443,0.029840088194342935
6,35.801290626721006,34.384307703394796,35.58831292467044,34.218775172142465,2.1945584558160105,2.3503393079065216,0.019122337593751794,0.01421713221604657
7,35.128397607437485,35.18633996756973,34.90683347306898,34.971161362471854,2.4381205968539734,2.1078024054788482,0.019738030860491116,0.01942948247217069
8,35.21159219619868,35.05607812723537,34.980130796847135,34.77477326362756,2.644776836533071,2.169704728825077,0.02052188773289361,0.02598676863749316
9,34.389569273995015,33.15812686446366,34.18288917370769,33.009538923858834,2.3107461429313014,1.9416220924656862,0.018375641702081235,0.012930086463879628
10,33.763541272839014,35.20127193183656,33.563007030340714,34.983131724558056,2.250944374010081,2.38233948968778,0.0178203015681118,0.01945113300517866
11,33.483061675830264,34.76616055190943,33.27548454850531,34.294566853031235,2.379489298214388,2.9217968518566932,0.018396623451691456,0.04428185019523475
12,33.92423762445865,33.527940774419505,33.7073226743342,33.2655248459737,2.448215707488682,2.4535273670390914,0.019262537017197864,0.023811864245469404
13,32.914396842117505,32.0336635613897,32.717243911665115,31.81912293403771,2.157643012378527,2.0256395544975425,0.017575227391079563,0.019447866518785998
14,33.35990188676683,33.01751096689018,33.13914669261259,32.82591751730366,2.4105718376691385,1.9850826179905303,0.019684639275836212,0.017191457140977216
15,33.12779802800444,35.032516965440884,32.92053301803901,34.88136485883385,2.142396535257549,1.7475057339212696,0.018602705977456953,0.013381093170992129
16,33.400364005047344,33.58536285351796,33.20592124992624,33.295598995913366,1.9620855956736123,2.1376758859415723,0.01749968833630652,0.02686556737134411
17,33.181173364829526,32.84973510207644,32.96631998784097,32.6433880921382,2.086458790942531,1.660751396683371,0.01941829523467042,0.01899295248043765
18,32.86382455289211,31.703282076841706,32.66021019113643,31.484802331134773,1.948905313106449,1.9173005933214904,0.018430960605211575,0.019950622965575784
19,32.8225032862495,33.452054758740076,32.634426674269655,33.298408022352085,1.7538108193051174,1.7400627098265726,0.017070924077192535,0.013638244313039597
20,32.78990363708847,32.89275266562298,32.59491211800929,32.73443930316123,1.8773392236141293,1.7492483899851514,0.017639450862279634,0.014096174270484098
21,32.52186025439016,34.10943304049741,32.32471132400396,33.84972929498952,1.8887909713303646,1.5710288513997557,0.017843945252011193,0.024423782233219997
22,33.1924059909323,32.89348180126992,33.00047128340777,32.51298006021293,1.7781487092032762,2.3887686015694003,0.017432754149522316,0.035697113936114466
23,32.596270485607256,33.02268534253357,32.40130126201893,32.80897116205495,1.8034710249937405,2.0180073968923775,0.01771116409155414,0.019372800353226388
24,32.564362857652746,32.737136834745954,32.37034557298626,32.575460980652245,1.8024632177694375,1.8424000945060877,0.0176168846352326,0.014339524469557842
25,32.84918655215017,33.185492709943446,32.64482298409543,32.87779489748038,1.756191968460522,2.1106957356641245,0.018698864275842067,0.028687771718213514
26,32.122523490730146,31.872155547901322,31.93526659841123,31.61971297537445,1.6598776456949962,1.4366890928547853,0.017082897750922785,0.02383138951222608
27,32.55522103565733,31.185804689006442,32.36978398442573,30.934749700461225,1.6618307045353649,1.6665533439368958,0.01689877122869272,0.02346240866715741
28,32.550650679546855,32.18823897003368,32.35693673404586,31.933221185283298,1.6258673905716527,1.708174762452484,0.017763290106488007,0.02381742000579834
29,31.768268753500546,31.377381804642404,31.595130725284978,31.158553390745904,1.540735609848481,1.5704656474909204,0.015788859875915606,0.020332708480251822
30,31.820223035105048,31.922875574439953,31.640560489176483,31.712869109621472,1.5259685559041054,1.5619312547574378,0.0164567489758172,0.019458177742684723
31,31.847101310329975,33.04440748008194,31.659363796643895,32.899805275497926,1.6361660597574375,1.1907308997621961,0.017154744214109143,0.013282777397495926
32,31.887361648442496,32.05438362413151,31.689138267351233,31.771398021916674,1.6663520567862273,1.8728436375879178,0.018174158795105526,0.02645217537120649
33,32.00517629174625,32.20003394108669,31.828502978205375,32.04974936224093,1.5191072893264654,1.5695683227223196,0.016164389717609376,0.013472360410508076
34,31.644671637688756,31.875596744999005,31.454162908637006,31.695264494343167,1.6194976443219977,1.6412260281811855,0.01744882423249657,0.016408411560544543
35,31.546745291756242,33.71257416913464,31.365591074804517,33.28037370086476,1.5821864806172792,2.0042290247170027,0.01654978740550673,0.04125707468409447
36,32.07655541671207,31.06696849264157,31.89421131543796,30.93434738960995,1.5793613721342648,1.3870529634937359,0.016671718996199195,0.011886942918133584
37,31.929229042414203,30.10757303541633,31.74383213574929,29.96059185684107,1.5605687412154643,1.2640748494749616,0.01699611750405158,0.013447485152323534
38,32.189801952723045,32.38367230117701,31.99200416403963,32.18498726863011,1.5808737024931652,1.425808816958385,0.01821712398772959,0.018461149209623884
39,31.08820515093596,31.542220704874417,30.906164599806452,31.2216588888958,1.485198149595724,2.307321037456488,0.01673559291893259,0.02977864909323917
40,31.629806446602277,31.641266106040614,31.442664263498447,31.485466246392317,1.5304958329481237,1.335925156903115,0.017200920740356836,0.014258315608759595
41,32.262795732454265,31.14908514812494,32.08180531089568,30.95429178711715,1.4832924160048784,1.7348432632008934,0.016632387705166323,0.017762256276076006
42,32.00764208864373,31.831578552343284,31.833775184953303,31.628163963366465,1.3869088750208736,1.324632065311359,0.0160157965577167,0.019035866306086256
43,31.70748081231666,31.51425712123798,31.52114086443811,31.376495264138384,1.45996346254178,1.5631494901742145,0.01719122423845179,0.01222525204822516
44,32.02331498211912,31.05781476209118,31.838096727190724,30.895351798671065,1.4551405629233631,1.4630709096884271,0.01708376590553147,0.014798013268003039
45,31.94447378978095,32.65100047239073,31.765961751913476,32.217475878964564,1.4701198366901758,2.1397128902423153,0.016397478025587622,0.04125400561435967
46,31.478513233497015,32.39891694913245,31.289067952529244,32.21994243305959,1.4509526757937867,1.4504683693503118,0.01751108913470412,0.016463446768985434
47,31.952589439918928,32.06550530719149,31.76920753000947,31.842551595845798,1.4299606481933838,1.6543301116129396,0.016925158098225705,0.020661710174220384
48,31.16247165050653,31.989992882795395,30.980866530972065,31.69322859405712,1.4446715997612996,1.5155431464978844,0.016732573356774763,0.028189072943037484
49,31.2980571061449,31.780677096858906,31.119021458394084,31.597576870280466,1.4201392374380166,1.3633307936085257,0.016499926671957422,0.016963661855952755
50,31.135039123427838,32.29612295187203,30.957879399399623,31.95871686024271,1.4104638408364543,1.6508587469720537,0.016321829365342475,0.03212185953832736
51,31.66792473463756,30.78603161975836,31.479156719754116,30.620940402814536,1.4250971288479808,1.373702344621063,0.017469175178986378,0.015150566769253675
52,31.6174560434678,30.870666230560108,31.433750730646235,30.722305802023335,1.3911867709568395,1.2882438055269279,0.016996343422423846,0.013561355080574182
53,32.0088048688591,30.929421880442625,31.835924233926836,30.725496450047583,1.3580710705741288,1.2709462991945304,0.01594593869450757,0.01914074618345613
54,31.131292204112956,31.21738984782225,30.948185934130187,31.060295347954817,1.4199972606223563,1.2081251527853072,0.016907536922513372,0.014515831971624095
55,31.169616049207995,31.044941604517067,30.978326224305135,30.839480187482895,1.4352559072282307,1.4406953784310894,0.01771144229737694,0.019124573203408796
56,31.86494834465749,31.99190050477435,31.690585302269977,31.733529813730033,1.3849112306104596,1.5578688155313967,0.01606746189429632,0.02430352132031872
57,31.188795727537112,30.614201387782007,31.010701456338243,30.445147921325294,1.3498985242203374,1.4078909857257915,0.016476005392001412,0.01551296300948805
58,31.76873538927044,30.478673473285262,31.57064469330146,30.324286029596998,1.4864064405488846,1.558906317516497,0.01834100164720774,0.013893720450674652
59,31.04850159398735,31.758635454117112,30.87663565145429,31.446512440966952,1.3580194391557932,1.6237943962121466,0.015844421465988353,0.029618123534378732
60,30.946093844635712,30.85701636296169,30.767918350141677,30.651184871697883,1.360707410994698,1.5096447338723833,0.016473316018233822,0.019092605372143398
61,31.254604659117092,29.987836971404445,31.076611571299754,29.792624528241006,1.3871944618347052,1.5047198283444545,0.016428539210268298,0.018034572813920915
62,30.9981312788356,31.748882694608845,30.819987319009687,31.557830853067387,1.352170480486682,1.3711520987711134,0.01647870574156037,0.017751795471094216
63,31.06062754340794,31.932403418668518,30.88701457562654,31.77020484778532,1.3179885690169566,1.1124280930324724,0.016059371211644635,0.01512254651185054
64,31.20997163767705,31.33934526382738,31.044874644950223,31.1565971921204,1.238917127442177,1.203829349226253,0.015286069087055333,0.01708805940713093
65,30.985274322197565,29.915326458633327,30.799669957221926,29.704607295382555,1.3811770423751353,1.4944078102233305,0.01719645648966055,0.019597100604111982
66,31.37741661315684,31.214210941533374,31.198457469110902,31.042577154317478,1.3064141034165306,1.3700413749476148,0.016606103428794296,0.01580915101774179
67,31.198078678696966,31.98054272354029,31.030413781285592,31.83817499610269,1.2339789355197526,1.3050414559188162,0.01554805878788004,0.01294467099912607
68,31.220199393494354,30.922342033143256,31.04742801646747,30.73531432668115,1.2253028996612714,1.1760897423811019,0.01606790656628816,0.017544224004077305
69,31.509228768556014,30.890457724310032,31.334485597927554,30.732943419438257,1.2649854054231473,0.9266474683573291,0.016225561461485256,0.01483961427287691
70,31.322628983451278,30.210629116957353,31.147777829328767,29.986915120653286,1.1971225094459856,1.304096666870603,0.016304297672818078,0.021088387556136793
71,31.37667895826842,31.01949156014023,31.20684690548636,30.72663103698925,1.2113452216853267,1.4459851190542719,0.01578764796561902,0.027867929950641218
72,31.27904710501356,32.14812804787022,31.105448192342774,31.96371852060792,1.1994058138421735,1.2148370120176084,0.016176665225602172,0.017243364813980783
73,30.704349548310574,31.900639272799157,30.519810272909492,31.686852619146844,1.2375379793936638,1.0770664609921206,0.017233623720495903,0.020321928771438114
74,30.729422582689757,31.92795626524907,30.55978629046389,31.770611975603043,1.1387595848354233,1.1507178905663218,0.01584071698396102,0.014598305817622288
75,30.907815149068224,30.5149820534287,30.74761433735528,30.275626777843307,1.1113124326671786,1.0929056276940996,0.014923694341079048,0.02286547688162251
76,30.956564625205896,31.371628001996665,30.77795751747268,31.18826685134013,1.1942210844563097,0.9956466707454366,0.016683170862514956,0.0173578171213721
77,31.111645894892074,31.45598531832361,30.9428479604404,31.269076632845934,1.191201721387141,1.0662665374719413,0.0157043055805099,0.01764224213399705
78,31.471335692783757,30.362440886770845,31.30139602358689,30.06736749296735,1.1429880166145236,1.1960724159410805,0.015866843330890626,0.028339619089843362
79,30.624598133594482,30.485143278814427,30.461521140144914,30.34016273887294,1.107352818217119,0.8691901739235897,0.015215565786337303,0.013642505475669909
80,31.000110078650668,31.665016168242047,30.824357543759945,31.544311778560566,1.1711700891747194,1.0184424090537296,0.01642050477854736,0.01106305638695978
81,31.289960625836308,31.770994295739825,31.125974134411045,31.626423732490295,1.0648588163925863,1.1472156556548587,0.01534914238678525,0.013323157456270449
82,31.31638533136119,30.90150991063209,31.13424102363684,30.7273238844173,1.2578538833066935,1.0387549350975425,0.016973548075732064,0.016396252213010363
83,30.91541387236027,31.080328801634966,30.74868482336059,30.90096051525918,1.0717912689804117,1.2979077226037432,0.01561673233271255,0.016655582531242615
84,30.992149274977272,31.73982128823639,30.82161848014578,31.53745623910503,1.169316405835359,1.037458551537459,0.015899668721591726,0.01921825727839379
85,31.04242480075573,31.883042572410243,30.870383655323703,31.756316810656504,1.1154390120750193,0.9256250987387007,0.016104776536107368,0.011758715483793028
86,30.740887487026125,31.05771397025722,30.570202555497893,30.889888824171322,1.089500305750181,0.9420405573146359,0.01599498843902822,0.015856326765315547
87,31.405593833045277,31.093543599365624,31.236701259222787,30.92096555308931,1.090543845196819,1.2428022797699947,0.015814527983555707,0.016031029118094474
88,30.54317694124968,30.6921059736021,30.373874903334986,30.550285861750318,1.0484305995961893,0.9205212004625114,0.01589767265197871,0.013274756966123156
89,30.473115278326947,30.05905509754351,30.297671444885566,29.90027678544354,1.1482560387657732,0.935750509143635,0.016412538183314722,0.01495704605321216
90,31.150354342692342,30.412588137729912,30.97193292705604,30.055841658525406,1.123143952216029,1.306965977902625,0.01673573651886962,0.03440208343943213
91,30.72610646928363,31.509378214550626,30.555363709359522,31.374901692578746,1.0870151840664846,1.1923612811762816,0.016003265405250024,0.01226754856717055
92,30.867835505844077,31.41183404254306,30.70026627343024,31.238908591543794,1.0526982247829437,0.9952911985148291,0.01571994440634842,0.016313577153880127
93,30.448237252052483,30.353252975804033,30.28398357937708,30.069364578101286,0.9964977013485511,1.1900507272428769,0.01544431072976583,0.027226025131857318
94,30.67610084065391,31.113010151371075,30.512946308116472,30.941083713701577,1.0609896115939637,0.9702761917357232,0.015269729792309538,0.01623860969664944
95,30.3715579637786,31.226839733731214,30.20570218288685,31.078942371781466,1.0054629552547278,0.8956308790073273,0.015595710643417086,0.01390800962022915
96,31.265708609920022,30.81501626664666,31.092077718671327,30.64787356868671,1.0803497433662415,1.0751436117348399,0.016299038287013998,0.015654774228478694
97,30.67410545275949,30.636633107616642,30.501035012247616,30.45468371081504,1.039361315615037,0.9562330401627122,0.01628396547663852,0.017255955440982892
98,30.8024829488886,31.18328792426237,30.63859983112501,30.994850924060604,0.9554827132493334,1.4481925038015766,0.015448275277071901,0.017412910036220672
99,31.266570211981264,31.358312606811523,31.09482264945574,31.224716162226002,1.0494000186853092,0.7122860976085541,0.01614149985715861,0.012660026550292969
100,31.067883198828344,31.601315200708473,30.893468072652208,31.462880450449173,1.08888336459694,1.0777296511230954,0.016368998286059446,0.012778532732823852
101,31.12753038821013,31.025058734189173,30.971880693264936,30.85955426647405,0.9754446875256346,0.8518615471329659,0.01460412762049214,0.01571431053671867
102,30.778083489069243,30.441229680541216,30.61082473984155,30.295156351320305,0.9789432557799932,1.0024589839254974,0.015762694503950035,0.01361849125783155
103,30.80381514166322,30.64494795100704,30.625285694971108,30.401481919987187,1.038629721726298,1.407892909019616,0.016831151054948187,0.02296167574111064
104,30.58976020837379,30.49932524201217,30.425968382364648,30.352684713472986,0.9688276733126482,1.0233709478074577,0.015425772618149857,0.013654329214885736
105,30.32937427798805,30.41111642388022,30.164553275193704,30.270716879777847,0.9573172089998679,1.0279117898576577,0.015540319482993592,0.013025071970216788
106,30.4542172778293,31.05789875832333,30.2793870838097,30.877073130030542,1.0181639449828117,1.065189497865689,0.016481337644864837,0.017034396244462128
107,30.76481734517285,31.136274702230075,30.603689077870012,30.962212434999504,0.9388144499124469,0.7823101912334467,0.015189197971997663,0.016640555327105674
108,30.83738511419662,30.629780824017374,30.66746241601227,30.477133696246298,1.0195569485959495,0.9849255753170912,0.015988700072783642,0.014294083710688694
109,30.78770836295984,30.014367085353584,30.62990569946406,29.86352356224303,0.9757310854809363,0.6803340027286748,0.014819358011035969,0.01441843342629208
110,30.777251564328324,29.883705527919112,30.605491816235322,29.754054403608773,1.0189759748061296,0.8982328214463154,0.01617317157023398,0.01207896478616508
111,30.852274992276946,30.921071641764065,30.689973038480716,30.79350021994038,0.9440575001566002,0.9006836418133632,0.015301438548680766,0.011868340194604959
112,30.983084094493897,30.683589084892517,30.81471981233953,30.53677459279443,0.9946004869535451,1.0656377088492084,0.015857694551463016,0.013629444085868301
113,30.75041763373958,30.62153640066742,30.57805615739749,30.494954018076513,1.0471437578768377,1.158968928892901,0.016205209600346167,0.011510778384603513
114,30.55653929405505,30.86575853748686,30.38960499165918,30.722487237043442,1.026382707116549,0.9393458518253011,0.015682735711412356,0.013401193983235936
115,30.567123236253742,30.884697033341524,30.406236708316655,30.728948744998615,0.9246002248943309,0.9776317222862486,0.01517923378273654,0.01461180759842988
116,30.518473449570443,30.102321588309707,30.344704715797054,29.95917033541734,1.0145024433922585,0.8986969996409812,0.016378749514479773,0.013429849770418398
117,30.818796015151626,30.689643507550475,30.648408790988384,30.546911184954794,1.0100859886849933,0.9129656932915852,0.01604468041978529,0.013373639173568434
118,30.730422763873243,31.4584892540221,30.56495828701712,31.325736610752763,0.9538401410250408,0.7251331293658846,0.015608215271054632,0.01256270469373958
119,30.152808038170075,31.104547628171883,29.99481172878724,30.92309129921494,0.9529126989262183,0.8996076094117135,0.014861580203561223,0.017263290988411874
120,30.947826565988837,31.537535302957913,30.782120572941384,31.331442377369875,0.9925270626307143,0.9429975789823349,0.015593665487626019,0.01968597758347821
121,30.54479591437923,31.069215045613088,30.373765085664246,30.833803772167037,0.9727434443543329,0.881387078837984,0.016146483171321547,0.022682436712228568
122,30.623382867144805,30.374586724931266,30.452359267817737,30.198790477339628,0.9702824804636524,0.960183025165728,0.01614822588308388,0.016636079284036237
123,30.84727401684617,31.153759391444503,30.6784818800514,30.846571746145845,0.9302501662460434,0.9792345834385817,0.015964932606348296,0.029769304451669098
124,30.879811433270156,31.13134830013202,30.730966598481473,30.920129642365087,0.826544024069291,0.8415950551913802,0.014072014547674858,0.020300578159891117
125,30.508668794656348,29.881510546252986,30.345058563115348,29.534342419569658,1.0032182441800452,1.2957256360418479,0.015373172967330269,0.03345453435448325
126,30.351675243328906,30.626585942165107,30.186905421869223,30.495896515572905,0.9421518373367427,0.623350865522008,0.015550379862870707,0.012458039696808833
127,30.28773487193505,29.91270725590408,30.115812863840166,29.77237216074755,1.0416333352208442,0.7643671339484537,0.01616673137220885,0.01328242052892211
128,30.572909068573466,30.50524697637862,30.40793888160335,30.378927741081093,0.9883084192757716,1.091486497669463,0.015524235222955493,0.011551973926033944
129,30.945076483899676,30.242242734143687,30.769216665526486,30.109174679798684,1.0114290647189637,0.9151312382357895,0.016591141138540204,0.012404074334794549
130,30.90170320769405,30.927401730968693,30.749548170572655,30.77591633037397,0.8790085432703233,0.824666646255809,0.01435084477105104,0.014338212408077944
131,30.623944804491593,30.281061293972524,30.457523273994855,30.083544791883725,0.9359778402863866,1.7115395361450827,0.015721901298483925,0.01805816106735521
132,30.491069498574337,30.535515609060884,30.32341829163339,30.117102082367914,0.9663300877794281,1.3121247739548896,0.01581460923490012,0.04056979516509232
133,30.59322150832857,31.75377977577744,30.430224896696828,31.521533340405508,0.9399521562754346,1.124023690345181,0.01537508504165103,0.02212273846765992
134,30.199645449743247,30.763999647395625,30.037452690436712,30.51677090954629,0.8954922107174573,1.0794481016268396,0.015339121489268739,0.023667093295200614
135,30.342245556814287,29.694739359958916,30.185629132458622,29.548003682665005,0.9030156677107677,0.7141279973042239,0.014773396579810725,0.01397341148109193
136,30.40639151331714,30.565765441602963,30.238179234897387,30.404949686329836,0.9213035749200055,0.7401592792219417,0.01591583773912981,0.015356778339215905
137,30.68467741793074,30.194298343293987,30.513719350175784,30.009692574762234,0.9452376101175537,0.8375691164071393,0.016166733506390505,0.01764065292990132
138,30.508573401614527,30.980646831974102,30.34904779009807,30.84253772808488,0.9199632353642407,0.9509164284748636,0.015047645934707369,0.01287287056066428
139,30.466045513787233,31.913676875412083,30.309724302852857,31.790735499874042,0.9126954715879981,0.9062380786913975,0.014734155229290427,0.011399293401438719
140,30.68470512814534,31.185902164240552,30.512956489992263,30.806503223006132,0.983951199542531,1.4378654653099692,0.016207121522225382,0.03653857206842702
141,30.44332281829756,31.111069661037178,30.27120324717763,30.941691022010367,0.9592903435535138,0.8349683539123293,0.016268938398727065,0.016119014685321006
142,30.20181868448282,31.35614532422108,30.0397016239898,31.222523361254648,0.9403100431422748,0.8780985406249951,0.01528668647531963,0.012496592132908524
143,30.302712191706117,30.38524330649406,30.14618189560483,30.24964025218016,0.8763815054808126,1.0093746249842797,0.014791439103958247,0.012563486008127784
144,31.240108874142933,31.452137090597944,31.07517754879144,31.325529134956895,0.9328257111484742,0.7909752882210312,0.015575883486081877,0.011881706820931405
145,30.200146999505474,30.76850981621226,30.040323133053988,30.587979356194758,0.8886169143345045,0.7970622702009359,0.015108878960085037,0.01727324230655743
146,31.078038979064473,30.666346367757033,30.9074065093799,30.541487894240458,0.9021260879000129,0.7314854135179216,0.01617729907755352,0.011766116330578068
147,30.68666727402631,31.276833771140712,30.52558164645339,31.122410974684794,0.8844662235520989,0.9275687655825524,0.015239340112642254,0.014529254026473707
148,30.462413473202446,30.20188321277594,30.301537656418198,30.070619716765773,0.9234647948266296,0.8088584227167117,0.015179297350861532,0.01232982213330117
149,30.34705219122455,30.669030335298768,30.18190117931122,30.419596240778638,0.9450928131332788,1.0150273928217068,0.015585590658895195,0.023952333031186632
150,30.379533305497425,31.55557299571432,30.201978554201247,31.37966438463539,1.0088488114306995,0.8443164419216714,0.016763390634980654,0.016763307486370112
151,30.12953106765552,31.3361198036534,29.964610461993594,31.09743670445339,0.9310693314770604,0.9371753661495865,0.0155765697779253,0.022954076718372903
152,30.494536925459762,31.393773983997903,30.336089497636955,31.2169018095466,0.8886561378112534,0.6947180993238072,0.014971056557677286,0.017009511115444693
153,30.35011066866043,30.41411421101564,30.17342426465905,30.268193524354583,0.9614312029479409,1.1174574706964433,0.016723933732113266,0.0134881104633307
154,30.63929233160775,30.184681041984803,30.47356863460882,29.864055208339813,0.9238641918315302,1.1846063630596089,0.01566417153229189,0.030908881479008183
155,30.660124855578097,31.7003466976676,30.48272392755884,31.43921161457232,0.9860970330665179,1.2226841009346543,0.016770766976544314,0.024915743785299312
156,29.880616062437483,30.190076323831157,29.721975217999706,29.93441663729917,0.8908432997248666,0.9464863386883098,0.014988225286878893,0.024644122002231088
157,30.29556602956084,29.655277312940854,30.12728927812308,29.4698171554857,0.9143444586287984,0.9126463737457421,0.015929263571034306,0.01765100819290064
158,30.22906791401641,32.83992027477095,30.05755152299886,32.71918171682176,0.9375003442130125,0.732172413236776,0.01623036855322016,0.011353037919208503
159,30.74405917487181,30.26058035443543,30.589099038897267,30.10917488025252,0.8513998998248059,0.7539276913472801,0.014659276551297864,0.014401026592133152
160,30.198129747834656,30.871996739867388,30.02824455880753,30.72593080314102,0.9355583680255334,0.7198432668758805,0.016069033261760117,0.013900651293955032
161,31.141709802095846,28.912965817056644,30.981713287665716,28.725818998494724,0.8974988365264804,0.7446018518156307,0.015117268428168334,0.017988075116637407
162,30.38451676844331,30.748517747137956,30.222465738311143,30.58688864130883,0.8268932151367597,1.2060829112484197,0.015393600591918086,0.014971805985566158
163,30.66715239624843,30.766029121010167,30.502042541113656,30.564667859654516,0.8820611730103602,0.9049139208854384,0.01564457456169226,0.019250471121186663
164,30.53817676461261,31.543847381688987,30.372018355542743,31.395657715524077,0.9223025480423437,0.6870662866124682,0.015709248650104493,0.014146037921784031
165,29.880439714397617,30.00831622834418,29.722954681767224,29.78503296481576,0.8094800576148435,0.6712036447919858,0.014953976854338975,0.021678790165360565
166,30.572819747583335,31.555216515899463,30.39566744075102,31.408233411752494,1.0023463506756536,0.7041727319644515,0.01672961903959894,0.014008153775695023
167,30.493811640288214,30.525538055760087,30.333753954114208,30.322829112885106,0.956679566513242,0.9539663890364823,0.015064150933414469,0.01933627143786971
168,30.077034045363327,31.322334830168707,29.914696859276813,31.021784035263547,0.9097190875074138,1.1668353247794376,0.015339340547771405,0.028917154688744028
169,30.421352291351084,31.12295070575301,30.256076737133135,30.942306712934165,0.9270276294644836,0.8848429660128939,0.015616147414497707,0.017196737277279994
170,30.355168247466807,30.86738034266575,30.195453455990844,30.720527533512964,0.8933244525928936,0.7030755998981986,0.015093250957596333,0.013996197919177401
171,30.017264325905334,30.854782711928056,29.854186299511845,30.727173343585555,0.8867230655439674,0.7829901120465272,0.015436512734883886,0.011989934429241593
172,30.569820907719606,29.756102604471195,30.40956298530559,29.603597349421992,0.8582742831210042,0.9028816215551583,0.015182701675483332,0.014362010226887503
173,30.771433353424072,30.022924423217773,30.61296833262724,29.89952248980285,0.8516477350231326,0.8669592369893554,0.015009858571659878,0.011484720904356356
174,30.513192359748704,30.686635691648835,30.34556194949333,30.42907878243999,0.9272551796472895,1.1769738835134325,0.015851637896369484,0.024603313701167986
175,30.067286262121957,30.70462830658931,29.895536137358917,30.55855188551982,0.9224117312513654,0.9464824769147642,0.016268869190264847,0.013674828656919442
176,30.061946232300585,30.34974151659923,29.887597502345013,30.19563977429821,0.998028894519562,0.8798991684701033,0.016453298308965192,0.014544815014881692
177,29.665030845290865,30.515104287748883,29.5075500554136,30.397956556575313,0.8524090875216457,0.6705560524752185,0.01491058802665652,0.011055275892755788
178,30.620758581039546,31.38647142641104,30.465940508391242,31.260072507676046,0.8578710028963625,0.7200899648058946,0.014638571178211886,0.01193172460908343
179,30.488393104289802,31.430730977635474,30.324812752511495,31.294708166912102,0.8594789811412392,0.630145584322085,0.015514073012125157,0.01298513913610179
180,30.357502506821966,29.85663689169914,30.187013338288992,29.68620889505763,0.908832350655285,0.7037185157180592,0.01615624110716993,0.016355424929576316
181,30.299890998684234,32.06209747654617,30.13791904912885,31.852602940456123,0.8447427125385655,0.9242894243282876,0.015367817390910195,0.020045213638597233
182,30.336323888100626,30.154620808400924,30.172952623928296,29.951512871274524,0.9190814109409556,0.8056852976987317,0.01543347670903901,0.019524615281706403
183,30.542518131568304,30.595068949802666,30.38048156996822,30.411240097823416,0.8904256231873237,1.0647503623537198,0.015328560796235223,0.017335467277818425
184,30.1952268266312,28.613785719415944,30.0253771918509,28.381147159892283,0.908374324631508,1.1648466465579477,0.016092680451815087,0.022121125725424212
185,30.480041912449597,29.842129367172337,30.310064114573056,29.653162348801924,0.9009049062228873,1.0559331706375072,0.016112988257347166,0.017858636607030395
186,30.12877465026153,29.986038985525727,29.957627203763295,29.804034457844534,0.9365731367979513,0.7892232237348131,0.016194366280684994,0.017428668441286512
187,30.53230248082934,30.906652408041012,30.36452280590906,30.790104052063764,0.8873728343745326,1.0006530968246945,0.01590650008462579,0.010664851042875059
188,30.719704214569248,30.48910028615575,30.57220989724864,30.32524510401829,0.7865163128622963,0.8126860420415356,0.013976896967729338,0.015588412618940803
189,30.140417401443052,30.68835461974903,29.974805252631302,30.50087922090178,0.9317976556470632,0.818322794072947,0.01564506694788823,0.01794716355147635
190,30.11675287207679,31.31924815694238,29.773319350484083,31.081966278659312,3.0060331540186995,3.643911079236656,0.031368688701668666,0.020104376373776964
191,30.10459775753948,30.77354762204893,29.96719177055847,30.65288941571667,1.1767905191387362,0.6846724425911144,0.012576386904167703,0.011392534918086544
192,30.839061180953784,30.386792492714658,30.708536146851756,30.242601151678972,0.6858416895960908,0.6362408877937658,0.012379043242510627,0.013796684848275155
193,30.198615876610017,29.935600942866817,30.05529313563081,29.696900908354742,0.7194670144554294,1.021589468998514,0.013626433851773782,0.02287127713488925
194,30.092859738927974,30.631197807895152,29.937521032055322,30.499967830196308,0.7985255694983865,0.6094894617985768,0.014750098328456245,0.012526033790248215
195,30.283296122880238,30.28477748943742,30.118378466047595,30.115369250060645,0.9094014950954091,0.7168090996468902,0.015597963577036357,0.016240263440806396
196,30.26682950041788,29.530800867991843,30.10552127647888,29.26988898720711,0.8677174697446701,0.9417961387877252,0.015278386337982725,0.025174575246823063
197,30.275532145634333,30.874801471734504,30.100538528178962,30.714861845514577,0.9959320844820393,0.9070129516018424,0.016519956424108247,0.015102053903470374
198,30.757834293043523,30.164437263634554,30.587547807132495,30.006945385295115,0.9355077173398889,0.8852102619827174,0.016109251762595016,0.014878859185868768
199,29.551091072199593,29.774420841484314,29.37801903897844,29.521861434742142,0.9560941166966163,0.9739122424915339,0.016367475699890607,0.02430633906346218
